chip_path,score,pbr,bright_frac,tail_snr
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c03630.png,7673,74.0,0.051037,0.807
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c04142.png,7865,73.0,0.051018,0.807
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c04142.png,7413,73.0,0.050144,0.807
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c04142.png,7310,73.0,0.049187,0.807
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c03630.png,8381,72.0,0.055069,0.8036
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c03886.png,8184,72.0,0.05439,0.8036
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c03886.png,8314,71.0,0.055435,0.8036
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c03374.png,7609,74.0,0.050537,0.7931
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c03118.png,8699,73.0,0.055992,0.7895
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c04142.png,8150,73.0,0.053593,0.7895
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03058_c03118.png,7849,73.0,0.052521,0.7895
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c04142.png,7696,73.0,0.051064,0.7895
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c04910.png,7266,72.0,0.049858,0.7895
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c04142.png,8101,73.0,0.053577,0.7759
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c03630.png,7984,72.0,0.053963,0.7759
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c04142.png,8377,71.0,0.055569,0.7719
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c04142.png,8089,71.0,0.054134,0.7719
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06642_c03374.png,8808,72.0,0.057747,0.7586
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03570_c03118.png,8487,71.0,0.056259,0.7586
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c03886.png,8608,71.0,0.057526,0.7544
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c03886.png,9120,70.0,0.060646,0.7544
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c03886.png,9053,70.0,0.061226,0.7544
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c03886.png,8983,70.0,0.060513,0.7544
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c03886.png,8946,70.0,0.060062,0.7544
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c03630.png,9410,70.0,0.062061,0.7414
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c03374.png,9475,70.0,0.062054,0.7368
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c03630.png,9231,70.0,0.062954,0.7368
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c03630.png,9798,68.0,0.066029,0.7368
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r03826_c03118.png,10161,68.0,0.067425,0.7321
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c04142.png,9449,69.0,0.062862,0.7241
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c03886.png,10481,68.0,0.068447,0.7193
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c03630.png,10614,68.0,0.072327,0.7143
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c03886.png,10865,67.0,0.072063,0.7143
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c03630.png,11033,66.0,0.073967,0.7143
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c03374.png,9893,68.0,0.067398,0.7018
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c03374.png,10146,66.0,0.068859,0.7018
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c03630.png,11120,66.0,0.075031,0.6842
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c03630.png,11120,66.0,0.075298,0.6842
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c03886.png,11014,66.0,0.072723,0.6842
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c03374.png,10776,66.0,0.072689,0.6842
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c03886.png,11918,65.0,0.079048,0.6786
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c03374.png,11112,67.0,0.072414,0.6724
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c03374.png,11717,66.0,0.077415,0.6667
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06386_c03118.png,11956,65.0,0.077805,0.6667
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04850_c03118.png,12716,63.0,0.082462,0.6607
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c03630.png,11672,66.0,0.077656,0.6552
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c03630.png,11398,66.0,0.076885,0.6552
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c03118.png,11944,65.0,0.078579,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c03118.png,11922,65.0,0.078621,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c03374.png,11897,65.0,0.078163,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r06130_c03374.png,11840,65.0,0.078716,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c03630.png,12330,64.0,0.082062,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c03374.png,12122,64.0,0.080463,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05618_c03374.png,11995,64.0,0.0798,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c03374.png,11870,64.0,0.078537,0.6491
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04082_c03118.png,12129,65.0,0.07933,0.6379
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05874_c03118.png,12025,65.0,0.078911,0.6379
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05106_c03118.png,13475,63.0,0.08633,0.6316
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04338_c03118.png,12950,63.0,0.083588,0.6316
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r05362_c03118.png,12770,63.0,0.08316,0.6316
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_a/ots_aoi_a_r04594_c03118.png,12571,63.0,0.081612,0.6316
