chip_path,score,pbr,bright_frac,tail_snr
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c15729.png,7927,77.0,0.055252,0.7705
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c13681.png,9725,89.0,0.05241,0.7681
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c12657.png,8993,76.0,0.058353,0.7667
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c15473.png,8822,77.0,0.057529,0.7581
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c12401.png,8725,76.0,0.055023,0.7541
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c11377.png,11495,73.0,0.069363,0.7458
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c11633.png,10528,78.0,0.060719,0.7385
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c12401.png,11751,77.0,0.06678,0.7231
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c12145.png,10803,81.0,0.060017,0.7121
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c11889.png,11861,77.0,0.067394,0.7121
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04958_c13681.png,11279,89.0,0.062984,0.7067
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c11377.png,14438,73.0,0.081913,0.6875
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c12401.png,8999,72.0,0.057053,0.6825
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c12401.png,12243,76.0,0.070534,0.6719
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c11889.png,12822,73.0,0.075272,0.6719
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c13937.png,12864,94.0,0.066616,0.6543
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c11633.png,14590,68.0,0.086449,0.6452
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04702_c13681.png,16116,75.0,0.090031,0.6406
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c11377.png,13221,78.0,0.074837,0.6377
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r08798_c11377.png,14116,73.0,0.081844,0.6349
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c12145.png,12451,68.0,0.076656,0.629
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09566_c15729.png,12258,68.0,0.083149,0.6094
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c12145.png,19148,64.0,0.108948,0.5738
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09822_c15729.png,15653,64.0,0.103851,0.5645
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c11633.png,18420,68.0,0.104172,0.5455
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c11633.png,15348,68.0,0.089756,0.5455
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c11889.png,14812,68.0,0.088001,0.5455
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c11889.png,18903,64.0,0.107944,0.5455
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c12401.png,19116,67.0,0.105053,0.5303
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r03934_c11633.png,19620,64.0,0.112293,0.5156
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c12145.png,23351,63.0,0.127911,0.5
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c12401.png,20740,63.0,0.116024,0.5
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04446_c11889.png,22970,63.0,0.127426,0.4923
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09054_c11377.png,25645,60.0,0.140297,0.4603
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r09310_c11377.png,23981,60.0,0.132401,0.4603
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c11633.png,24883,56.0,0.139809,0.4603
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c12145.png,26255,59.0,0.142857,0.4444
/Volumes/Tejas SSD/datasets/s1_chips/ots_aoi_b/ots_aoi_b_r04190_c11889.png,26765,56.0,0.147865,0.3788
